match_id,competition,stage,date,manager,manager_type,opponent,h_a,gf,ga,gd,manager_gf,manager_ga,manager_gd,cum_gf,cum_ga,cum_gd,games_in_charge
3055762,Premier League,league,2019-08-24,Ole Gunnar Solskjaer,Permanent,Crystal Palace,h,1,2,-1,53,38,15,549,314,235,32
3055776,Premier League,league,2019-08-31,Ole Gunnar Solskjaer,Permanent,Southampton,a,1,1,0,54,39,15,550,315,235,33
3055782,Premier League,league,2019-09-14,Ole Gunnar Solskjaer,Permanent,Leicester,h,1,0,1,55,39,16,551,315,236,34
3171197,Europa League,league,2019-09-19,Ole Gunnar Solskjaer,Permanent,FC Astana,h,1,0,1,56,39,17,552,315,237,35
3055797,Premier League,league,2019-09-22,Ole Gunnar Solskjaer,Permanent,West Ham,a,0,2,-2,56,41,15,552,317,235,36
3168626,League Cup,knockout,2019-09-25,Ole Gunnar Solskjaer,Permanent,Rochdale,h,1,1,0,57,42,15,553,318,235,37
3055804,Premier League,league,2019-09-30,Ole Gunnar Solskjaer,Permanent,Arsenal,h,1,1,0,58,43,15,554,319,235,38
3171196,Europa League,league,2019-10-03,Ole Gunnar Solskjaer,Permanent,AZ Alkmaar,a,0,0,0,58,43,15,554,319,235,39
3055813,Premier League,league,2019-10-06,Ole Gunnar Solskjaer,Permanent,Newcastle,a,0,1,-1,58,44,14,554,320,234,40
3055824,Premier League,league,2019-10-20,Ole Gunnar Solskjaer,Permanent,Liverpool,h,1,1,0,59,45,14,555,321,234,41
3171199,Europa League,league,2019-10-24,Ole Gunnar Solskjaer,Permanent,Partizan Beograd,a,1,0,1,60,45,15,556,321,235,42
3055834,Premier League,league,2019-10-27,Ole Gunnar Solskjaer,Permanent,Norwich,a,3,1,2,63,46,17,559,322,237,43
3191328,League Cup,knockout,2019-10-30,Ole Gunnar Solskjaer,Permanent,Chelsea,a,2,1,1,65,47,18,561,323,238,44
3055840,Premier League,league,2019-11-02,Ole Gunnar Solskjaer,Permanent,Bournemouth,a,0,1,-1,65,48,17,561,324,237,45
3171201,Europa League,league,2019-11-07,Ole Gunnar Solskjaer,Permanent,Partizan Beograd,h,3,0,3,68,48,20,564,324,240,46
3055852,Premier League,league,2019-11-10,Ole Gunnar Solskjaer,Permanent,Brighton,h,3,1,2,71,49,22,567,325,242,47
3055865,Premier League,league,2019-11-24,Ole Gunnar Solskjaer,Permanent,Sheff Utd,a,3,3,0,74,52,22,570,328,242,48
3171205,Europa League,league,2019-11-28,Ole Gunnar Solskjaer,Permanent,FC Astana,a,1,2,-1,75,54,21,571,330,241,49
3055872,Premier League,league,2019-12-01,Ole Gunnar Solskjaer,Permanent,Aston Villa,h,2,2,0,77,56,21,573,332,241,50
3055883,Premier League,league,2019-12-04,Ole Gunnar Solskjaer,Permanent,Tottenham,h,2,1,1,79,57,22,575,333,242,51
3055892,Premier League,league,2019-12-07,Ole Gunnar Solskjaer,Permanent,Man City,a,2,1,1,81,58,23,577,334,243,52
3171204,Europa League,league,2019-12-12,Ole Gunnar Solskjaer,Permanent,AZ Alkmaar,h,4,0,4,85,58,27,581,334,247,53
3055904,Premier League,league,2019-12-15,Ole Gunnar Solskjaer,Permanent,Everton,h,1,1,0,86,59,27,582,335,247,54
3212365,League Cup,knockout,2019-12-18,Ole Gunnar Solskjaer,Permanent,Colchester,h,3,0,3,89,59,30,585,335,250,55
3055916,Premier League,league,2019-12-22,Ole Gunnar Solskjaer,Permanent,Watford,a,0,2,-2,89,61,28,585,337,248,56
3055924,Premier League,league,2019-12-26,Ole Gunnar Solskjaer,Permanent,Newcastle,h,4,1,3,93,62,31,589,338,251,57
3055930,Premier League,league,2019-12-28,Ole Gunnar Solskjaer,Permanent,Burnley,a,2,0,2,95,62,33,591,338,253,58
3055938,Premier League,league,2020-01-01,Ole Gunnar Solskjaer,Permanent,Arsenal,a,0,2,-2,95,64,31,591,340,251,59
3231223,FA Cup,knockout,2020-01-04,Ole Gunnar Solskjaer,Permanent,Wolves,a,0,0,0,95,64,31,591,340,251,60
3237220,League Cup,knockout,2020-01-07,Ole Gunnar Solskjaer,Permanent,Man City,h,1,3,-2,96,67,29,592,343,249,61
3055954,Premier League,league,2020-01-11,Ole Gunnar Solskjaer,Permanent,Norwich,h,4,0,4,100,67,33,596,343,253,62
3248539,FA Cup,knockout,2020-01-15,Ole Gunnar Solskjaer,Permanent,Wolves,h,1,0,1,101,67,34,597,343,254,63
3055961,Premier League,league,2020-01-19,Ole Gunnar Solskjaer,Permanent,Liverpool,a,0,2,-2,101,69,32,597,345,252,64
3055974,Premier League,league,2020-01-22,Ole Gunnar Solskjaer,Permanent,Burnley,h,0,2,-2,101,71,30,597,347,250,65
3249672,FA Cup,knockout,2020-01-26,Ole Gunnar Solskjaer,Permanent,Tranmere,a,6,0,6,107,71,36,603,347,256,66
3237222,League Cup,knockout,2020-01-29,Ole Gunnar Solskjaer,Permanent,Man City,a,1,0,1,108,71,37,604,347,257,67
3055983,Premier League,league,2020-02-01,Ole Gunnar Solskjaer,Permanent,Wolves,h,0,0,0,108,71,37,604,347,257,68
3055991,Premier League,league,2020-02-17,Ole Gunnar Solskjaer,Permanent,Chelsea,a,2,0,2,110,71,39,606,347,259,69
3236287,Europa League,knockout,2020-02-20,Ole Gunnar Solskjaer,Permanent,Club Brugge,a,1,1,0,111,72,39,607,348,259,70
3056004,Premier League,league,2020-02-23,Ole Gunnar Solskjaer,Permanent,Watford,h,3,0,3,114,72,42,610,348,262,71
3236288,Europa League,knockout,2020-02-27,Ole Gunnar Solskjaer,Permanent,Club Brugge,h,5,0,5,119,72,47,615,348,267,72
3056011,Premier League,league,2020-03-01,Ole Gunnar Solskjaer,Permanent,Everton,a,1,1,0,120,73,47,616,349,267,73
3267699,FA Cup,knockout,2020-03-05,Ole Gunnar Solskjaer,Permanent,Derby,a,3,0,3,123,73,50,619,349,270,74
3056024,Premier League,league,2020-03-08,Ole Gunnar Solskjaer,Permanent,Man City,h,2,0,2,125,73,52,621,349,272,75
3284794,Europa League,knockout,2020-03-12,Ole Gunnar Solskjaer,Permanent,LASK,a,5,0,5,130,73,57,626,349,277,76
3056035,Premier League,league,2020-06-19,Ole Gunnar Solskjaer,Permanent,Tottenham,a,1,1,0,131,74,57,627,350,277,77
3056042,Premier League,league,2020-06-24,Ole Gunnar Solskjaer,Permanent,Sheff Utd,h,3,0,3,134,74,60,630,350,280,78
3287551,FA Cup,knockout,2020-06-27,Ole Gunnar Solskjaer,Permanent,Norwich,a,2,1,1,136,75,61,632,351,281,79
3056051,Premier League,league,2020-06-30,Ole Gunnar Solskjaer,Permanent,Brighton,a,3,0,3,139,75,64,635,351,284,80
3056062,Premier League,league,2020-07-04,Ole Gunnar Solskjaer,Permanent,Bournemouth,h,5,2,3,144,77,67,640,353,287,81
3056069,Premier League,league,2020-07-09,Ole Gunnar Solskjaer,Permanent,Aston Villa,a,3,0,3,147,77,70,643,353,290,82
3056082,Premier League,league,2020-07-13,Ole Gunnar Solskjaer,Permanent,Southampton,h,2,2,0,149,79,70,645,355,290,83
3056091,Premier League,league,2020-07-16,Ole Gunnar Solskjaer,Permanent,Crystal Palace,a,2,0,2,151,79,72,647,355,292,84
3354531,FA Cup,knockout,2020-07-19,Ole Gunnar Solskjaer,Permanent,Chelsea,h,1,3,-2,152,82,70,648,358,290,85
3056102,Premier League,league,2020-07-22,Ole Gunnar Solskjaer,Permanent,West Ham,h,1,1,0,153,83,70,649,359,290,86
3056113,Premier League,league,2020-07-26,Ole Gunnar Solskjaer,Permanent,Leicester,a,2,0,2,155,83,72,651,359,292,87
3284802,Europa League,knockout,2020-08-05,Ole Gunnar Solskjaer,Permanent,LASK,h,2,1,1,157,84,73,653,360,293,88
3363676,Europa League,knockout,2020-08-10,Ole Gunnar Solskjaer,Permanent,FC København,h,1,0,1,158,84,74,654,360,294,89
3363679,Europa League,knockout,2020-08-16,Ole Gunnar Solskjaer,Permanent,Sevilla,a,1,2,-1,159,86,73,655,362,293,90
3411365,Premier League,league,2020-09-19,Ole Gunnar Solskjaer,Permanent,Crystal Palace,h,1,3,-2,160,89,71,656,365,291,91
3434041,League Cup,knockout,2020-09-22,Ole Gunnar Solskjaer,Permanent,Luton,a,3,0,3,163,89,74,659,365,294,92
3411369,Premier League,league,2020-09-26,Ole Gunnar Solskjaer,Permanent,Brighton,a,3,2,1,166,91,75,662,367,295,93
3447820,League Cup,knockout,2020-09-30,Ole Gunnar Solskjaer,Permanent,Brighton,a,3,0,3,169,91,78,665,367,298,94
3411385,Premier League,league,2020-10-04,Ole Gunnar Solskjaer,Permanent,Tottenham,h,1,6,-5,170,97,73,666,373,293,95
3411395,Premier League,league,2020-10-17,Ole Gunnar Solskjaer,Permanent,Newcastle,a,4,1,3,174,98,76,670,374,296,96
3462201,Champions League,league,2020-10-20,Ole Gunnar Solskjaer,Permanent,PSG,a,2,1,1,176,99,77,672,375,297,97
3411405,Premier League,league,2020-10-24,Ole Gunnar Solskjaer,Permanent,Chelsea,h,0,0,0,176,99,77,672,375,297,98
3462203,Champions League,league,2020-10-28,Ole Gunnar Solskjaer,Permanent,RB Leipzig,h,5,0,5,181,99,82,677,375,302,99
3411414,Premier League,league,2020-11-01,Ole Gunnar Solskjaer,Permanent,Arsenal,h,0,1,-1,181,100,81,677,376,301,100
3462204,Champions League,league,2020-11-04,Ole Gunnar Solskjaer,Permanent,Başakşehir,a,1,2,-1,182,102,80,678,378,300,101
3411423,Premier League,league,2020-11-07,Ole Gunnar Solskjaer,Permanent,Everton,a,3,1,2,185,103,82,681,379,302,102
3411434,Premier League,league,2020-11-21,Ole Gunnar Solskjaer,Permanent,West Brom,h,1,0,1,186,103,83,682,379,303,103
3462207,Champions League,league,2020-11-24,Ole Gunnar Solskjaer,Permanent,Başakşehir,h,4,1,3,190,104,86,686,380,306,104
3411446,Premier League,league,2020-11-29,Ole Gunnar Solskjaer,Permanent,Southampton,a,3,2,1,193,106,87,689,382,307,105
3462209,Champions League,league,2020-12-02,Ole Gunnar Solskjaer,Permanent,PSG,h,1,3,-2,194,109,85,690,385,305,106
3411458,Premier League,league,2020-12-05,Ole Gunnar Solskjaer,Permanent,West Ham,a,3,1,2,197,110,87,693,386,307,107
3462211,Champions League,league,2020-12-08,Ole Gunnar Solskjaer,Permanent,RB Leipzig,a,2,3,-1,199,113,86,695,389,306,108
3411465,Premier League,league,2020-12-12,Ole Gunnar Solskjaer,Permanent,Man City,h,0,0,0,199,113,86,695,389,306,109
3411474,Premier League,league,2020-12-17,Ole Gunnar Solskjaer,Permanent,Sheff Utd,a,3,2,1,202,115,87,698,391,307,110
3411484,Premier League,league,2020-12-20,Ole Gunnar Solskjaer,Permanent,Leeds,h,6,2,4,208,117,91,704,393,311,111
3461127,League Cup,knockout,2020-12-23,Ole Gunnar Solskjaer,Permanent,Everton,a,2,0,2,210,117,93,706,393,313,112
3411493,Premier League,league,2020-12-26,Ole Gunnar Solskjaer,Permanent,Leicester,a,2,2,0,212,119,93,708,395,313,113
3411504,Premier League,league,2020-12-29,Ole Gunnar Solskjaer,Permanent,Wolves,h,1,0,1,213,119,94,709,395,314,114
3411514,Premier League,league,2021-01-01,Ole Gunnar Solskjaer,Permanent,Aston Villa,h,2,1,1,215,120,95,711,396,315,115
3500936,League Cup,knockout,2021-01-06,Ole Gunnar Solskjaer,Permanent,Man City,h,0,2,-2,215,122,93,711,398,313,116
3491312,FA Cup,knockout,2021-01-09,Ole Gunnar Solskjaer,Permanent,Watford,h,1,0,1,216,122,94,712,398,314,117
3411340,Premier League,league,2021-01-12,Ole Gunnar Solskjaer,Permanent,Burnley,a,1,0,1,217,122,95,713,398,315,118
3411534,Premier League,league,2021-01-17,Ole Gunnar Solskjaer,Permanent,Liverpool,a,0,0,0,217,122,95,713,398,315,119
3411521,Premier League,league,2021-01-20,Ole Gunnar Solskjaer,Permanent,Fulham,a,2,1,1,219,123,96,715,399,316,120
3510574,FA Cup,knockout,2021-01-24,Ole Gunnar Solskjaer,Permanent,Liverpool,h,3,2,1,222,125,97,718,401,317,121
3411542,Premier League,league,2021-01-27,Ole Gunnar Solskjaer,Permanent,Sheff Utd,h,1,2,-1,223,127,96,719,403,316,122
3411549,Premier League,league,2021-01-30,Ole Gunnar Solskjaer,Permanent,Arsenal,a,0,0,0,223,127,96,719,403,316,123
3411565,Premier League,league,2021-02-02,Ole Gunnar Solskjaer,Permanent,Southampton,h,9,0,9,232,127,105,728,403,325,124
3411574,Premier League,league,2021-02-06,Ole Gunnar Solskjaer,Permanent,Everton,h,3,3,0,235,130,105,731,406,325,125
3510590,FA Cup,knockout,2021-02-09,Ole Gunnar Solskjaer,Permanent,West Ham,h,1,0,1,236,130,106,732,406,326,126
3411587,Premier League,league,2021-02-14,Ole Gunnar Solskjaer,Permanent,West Brom,a,1,1,0,237,131,106,733,407,326,127
3497181,Europa League,knockout,2021-02-18,Ole Gunnar Solskjaer,Permanent,Real Sociedad,a,4,0,4,241,131,110,737,407,330,128
3411595,Premier League,league,2021-02-21,Ole Gunnar Solskjaer,Permanent,Newcastle,h,3,1,2,244,132,112,740,408,332,129
3497182,Europa League,knockout,2021-02-25,Ole Gunnar Solskjaer,Permanent,Real Sociedad,h,0,0,0,244,132,112,740,408,332,130
3411599,Premier League,league,2021-02-28,Ole Gunnar Solskjaer,Permanent,Chelsea,a,0,0,0,244,132,112,740,408,332,131
3411631,Premier League,league,2021-03-03,Ole Gunnar Solskjaer,Permanent,Crystal Palace,a,0,0,0,244,132,112,740,408,332,132
3411614,Premier League,league,2021-03-07,Ole Gunnar Solskjaer,Permanent,Man City,a,2,0,2,246,132,114,742,408,334,133
3542765,Europa League,knockout,2021-03-11,Ole Gunnar Solskjaer,Permanent,Milan,h,1,1,0,247,133,114,743,409,334,134
3411625,Premier League,league,2021-03-14,Ole Gunnar Solskjaer,Permanent,West Ham,h,1,0,1,248,133,115,744,409,335,135
3542766,Europa League,knockout,2021-03-18,Ole Gunnar Solskjaer,Permanent,Milan,a,1,0,1,249,133,116,745,409,336,136
3533166,FA Cup,knockout,2021-03-21,Ole Gunnar Solskjaer,Permanent,Leicester,a,1,3,-2,250,136,114,746,412,334,137
3411645,Premier League,league,2021-04-04,Ole Gunnar Solskjaer,Permanent,Brighton,h,2,1,1,252,137,115,748,413,335,138
3557697,Europa League,knockout,2021-04-08,Ole Gunnar Solskjaer,Permanent,Granada,a,2,0,2,254,137,117,750,413,337,139
3411656,Premier League,league,2021-04-11,Ole Gunnar Solskjaer,Permanent,Tottenham,a,3,1,2,257,138,119,753,414,339,140
3557698,Europa League,knockout,2021-04-15,Ole Gunnar Solskjaer,Permanent,Granada,h,2,0,2,259,138,121,755,414,341,141
3411665,Premier League,league,2021-04-18,Ole Gunnar Solskjaer,Permanent,Burnley,h,3,1,2,262,139,123,758,415,343,142
3411672,Premier League,league,2021-04-25,Ole Gunnar Solskjaer,Permanent,Leeds,a,0,0,0,262,139,123,758,415,343,143
3557705,Europa League,knockout,2021-04-29,Ole Gunnar Solskjaer,Permanent,Roma,h,6,2,4,268,141,127,764,417,347,144
3557706,Europa League,knockout,2021-05-06,Ole Gunnar Solskjaer,Permanent,Roma,a,2,3,-1,270,144,126,766,420,346,145
3411690,Premier League,league,2021-05-09,Ole Gunnar Solskjaer,Permanent,Aston Villa,a,3,1,2,273,145,128,769,421,348,146
3411702,Premier League,league,2021-05-11,Ole Gunnar Solskjaer,Permanent,Leicester,h,1,2,-1,274,147,127,770,423,347,147
3411684,Premier League,league,2021-05-13,Ole Gunnar Solskjaer,Permanent,Liverpool,h,2,4,-2,276,151,125,772,427,345,148
3411714,Premier League,league,2021-05-18,Ole Gunnar Solskjaer,Permanent,Fulham,h,1,1,0,277,152,125,773,428,345,149
3411728,Premier League,league,2021-05-23,Ole Gunnar Solskjaer,Permanent,Wolves,a,2,1,1,279,153,126,775,429,346,150
3557709,Europa League,knockout,2021-05-26,Ole Gunnar Solskjaer,Permanent,Villarreal,a,1,1,0,280,154,126,776,430,346,151
3609934,Premier League,league,2021-08-14,Ole Gunnar Solskjaer,Permanent,Leeds,h,5,1,4,285,155,130,781,431,350,152
3609946,Premier League,league,2021-08-22,Ole Gunnar Solskjaer,Permanent,Southampton,a,1,1,0,286,156,130,782,432,350,153
3609958,Premier League,league,2021-08-29,Ole Gunnar Solskjaer,Permanent,Wolves,a,1,0,1,287,156,131,783,432,351,154
3609966,Premier League,league,2021-09-11,Ole Gunnar Solskjaer,Permanent,Newcastle,h,4,1,3,291,157,134,787,433,354,155
3714058,Champions League,league,2021-09-14,Ole Gunnar Solskjaer,Permanent,Young Boys,a,1,2,-1,292,159,133,788,435,353,156
3609977,Premier League,league,2021-09-19,Ole Gunnar Solskjaer,Permanent,West Ham,a,2,1,1,294,160,134,790,436,354,157
3712998,League Cup,knockout,2021-09-22,Ole Gunnar Solskjaer,Permanent,West Ham,h,0,1,-1,294,161,133,790,437,353,158
3609986,Premier League,league,2021-09-25,Ole Gunnar Solskjaer,Permanent,Aston Villa,h,0,1,-1,294,162,132,790,438,352,159
3714061,Champions League,league,2021-09-29,Ole Gunnar Solskjaer,Permanent,Villarreal,h,2,1,1,296,163,133,792,439,353,160
3609995,Premier League,league,2021-10-02,Ole Gunnar Solskjaer,Permanent,Everton,h,1,1,0,297,164,133,793,440,353,161
3610003,Premier League,league,2021-10-16,Ole Gunnar Solskjaer,Permanent,Leicester,a,2,4,-2,299,168,131,795,444,351,162
3714063,Champions League,league,2021-10-20,Ole Gunnar Solskjaer,Permanent,Atalanta,h,3,2,1,302,170,132,798,446,352,163
3610016,Premier League,league,2021-10-24,Ole Gunnar Solskjaer,Permanent,Liverpool,h,0,5,-5,302,175,127,798,451,347,164
3610026,Premier League,league,2021-10-30,Ole Gunnar Solskjaer,Permanent,Tottenham,a,3,0,3,305,175,130,801,451,350,165
3714065,Champions League,league,2021-11-02,Ole Gunnar Solskjaer,Permanent,Atalanta,a,2,2,0,307,177,130,803,453,350,166
3610036,Premier League,league,2021-11-06,Ole Gunnar Solskjaer,Permanent,Man City,h,0,2,-2,307,179,128,803,455,348,167
3610047,Premier League,league,2021-11-20,Ole Gunnar Solskjaer,Permanent,Watford,a,1,4,-3,308,183,125,804,459,345,168
3714066,Champions League,league,2021-11-23,Michael Carrick,Caretaker,Villarreal,a,2,0,2,2,0,2,806,459,347,1
3610053,Premier League,league,2021-11-28,Michael Carrick,Caretaker,Chelsea,a,1,1,0,3,1,2,807,460,347,2
3610065,Premier League,league,2021-12-02,Michael Carrick,Caretaker,Arsenal,h,3,2,1,6,3,3,810,462,348,3
3610072,Premier League,league,2021-12-05,Ralf Rangnick,Interim,Crystal Palace,h,1,0,1,1,0,1,811,462,349,1
3714068,Champions League,league,2021-12-08,Ralf Rangnick,Interim,Young Boys,h,1,1,0,2,1,1,812,463,349,2
3610089,Premier League,league,2021-12-11,Ralf Rangnick,Interim,Norwich,a,1,0,1,3,1,2,813,463,350,3
3610115,Premier League,league,2021-12-27,Ralf Rangnick,Interim,Newcastle,a,1,1,0,4,2,2,814,464,350,4
3610128,Premier League,league,2021-12-30,Ralf Rangnick,Interim,Burnley,h,3,1,2,7,3,4,817,465,352,5
3610137,Premier League,league,2022-01-03,Ralf Rangnick,Interim,Wolves,h,0,1,-1,7,4,3,817,466,351,6
3777846,FA Cup,knockout,2022-01-10,Ralf Rangnick,Interim,Aston Villa,h,1,0,1,8,4,4,818,466,352,7
3610140,Premier League,league,2022-01-15,Ralf Rangnick,Interim,Aston Villa,a,2,2,0,10,6,4,820,468,352,8
3610091,Premier League,league,2022-01-19,Ralf Rangnick,Interim,Brentford,a,3,1,2,13,7,6,823,469,354,9
3610157,Premier League,league,2022-01-22,Ralf Rangnick,Interim,West Ham,h,1,0,1,14,7,7,824,469,355,10
3799289,FA Cup,knockout,2022-02-04,Ralf Rangnick,Interim,Middlesbrough,h,1,1,0,15,8,7,825,470,355,11
3610162,Premier League,league,2022-02-08,Ralf Rangnick,Interim,Burnley,a,1,1,0,16,9,7,826,471,355,12
3610175,Premier League,league,2022-02-12,Ralf Rangnick,Interim,Southampton,h,1,1,0,17,10,7,827,472,355,13
3610103,Premier League,league,2022-02-15,Ralf Rangnick,Interim,Brighton,h,2,0,2,19,10,9,829,472,357,14
3610184,Premier League,league,2022-02-20,Ralf Rangnick,Interim,Leeds,a,4,2,2,23,12,11,833,474,359,15
3780918,Champions League,knockout,2022-02-23,Ralf Rangnick,Interim,Atletico Madrid,a,1,1,0,24,13,11,834,475,359,16
3610197,Premier League,league,2022-02-26,Ralf Rangnick,Interim,Watford,h,0,0,0,24,13,11,834,475,359,17
3610204,Premier League,league,2022-03-06,Ralf Rangnick,Interim,Man City,a,1,4,-3,25,17,8,835,479,356,18
3610217,Premier League,league,2022-03-12,Ralf Rangnick,Interim,Tottenham,h,3,2,1,28,19,9,838,481,357,19
3780926,Champions League,knockout,2022-03-15,Ralf Rangnick,Interim,Atletico Madrid,h,0,1,-1,28,20,8,838,482,356,20
3610233,Premier League,league,2022-04-02,Ralf Rangnick,Interim,Leicester,h,1,1,0,29,21,8,839,483,356,21
3610246,Premier League,league,2022-04-09,Ralf Rangnick,Interim,Everton,a,0,1,-1,29,22,7,839,484,355,22
3610256,Premier League,league,2022-04-16,Ralf Rangnick,Interim,Norwich,h,3,2,1,32,24,8,842,486,356,23
3610223,Premier League,league,2022-04-19,Ralf Rangnick,Interim,Liverpool,a,0,4,-4,32,28,4,842,490,352,24
3610269,Premier League,league,2022-04-23,Ralf Rangnick,Interim,Arsenal,a,1,3,-2,33,31,2,843,493,350,25
3610296,Premier League,league,2022-04-28,Ralf Rangnick,Interim,Chelsea,h,1,1,0,34,32,2,844,494,350,26
3610276,Premier League,league,2022-05-02,Ralf Rangnick,Interim,Brentford,h,3,0,3,37,32,5,847,494,353,27
3610287,Premier League,league,2022-05-07,Ralf Rangnick,Interim,Brighton,a,0,4,-4,37,36,1,847,498,349,28
3610305,Premier League,league,2022-05-22,Ralf Rangnick,Interim,Crystal Palace,a,0,1,-1,37,37,0,847,499,348,29
3900940,Premier League,league,2022-08-07,Erik ten Hag,Permanent,Brighton,h,1,2,-1,1,2,-1,848,501,347,1
3900944,Premier League,league,2022-08-13,Erik ten Hag,Permanent,Brentford,a,0,4,-4,1,6,-5,848,505,343,2
3900958,Premier League,league,2022-08-22,Erik ten Hag,Permanent,Liverpool,h,2,1,1,3,7,-4,850,506,344,3
3900970,Premier League,league,2022-08-27,Erik ten Hag,Permanent,Southampton,a,1,0,1,4,7,-3,851,506,345,4
3900976,Premier League,league,2022-09-01,Erik ten Hag,Permanent,Leicester,a,1,0,1,5,7,-2,852,506,346,5
3900987,Premier League,league,2022-09-04,Erik ten Hag,Permanent,Arsenal,h,3,1,2,8,8,0,855,507,348,6
4010305,Europa League,league,2022-09-08,Erik ten Hag,Permanent,Real Sociedad,h,0,1,-1,8,9,-1,855,508,347,7
4010307,Europa League,league,2022-09-15,Erik ten Hag,Permanent,FC Sheriff,a,2,0,2,10,9,1,857,508,349,8
3901019,Premier League,league,2022-10-02,Erik ten Hag,Permanent,Man City,a,3,6,-3,13,15,-2,860,514,346,9
4010310,Europa League,league,2022-10-06,Erik ten Hag,Permanent,Omonia Nicosia,a,3,2,1,16,17,-1,863,516,347,10
3901027,Premier League,league,2022-10-09,Erik ten Hag,Permanent,Everton,a,2,1,1,18,18,0,865,517,348,11
4010311,Europa League,league,2022-10-13,Erik ten Hag,Permanent,Omonia Nicosia,h,1,0,1,19,18,1,866,517,349,12
3901038,Premier League,league,2022-10-16,Erik ten Hag,Permanent,Newcastle,h,0,0,0,19,18,1,866,517,349,13
3901051,Premier League,league,2022-10-19,Erik ten Hag,Permanent,Tottenham,h,2,0,2,21,18,3,868,517,351,14
3901053,Premier League,league,2022-10-22,Erik ten Hag,Permanent,Chelsea,a,1,1,0,22,19,3,869,518,351,15
4010313,Europa League,league,2022-10-27,Erik ten Hag,Permanent,FC Sheriff,h,3,0,3,25,19,6,872,518,354,16
3901070,Premier League,league,2022-10-30,Erik ten Hag,Permanent,West Ham,h,1,0,1,26,19,7,873,518,355,17
4010315,Europa League,league,2022-11-03,Erik ten Hag,Permanent,Real Sociedad,a,1,0,1,27,19,8,874,518,356,18
3901072,Premier League,league,2022-11-06,Erik ten Hag,Permanent,Aston Villa,a,1,3,-2,28,22,6,875,521,354,19
4009216,League Cup,knockout,2022-11-10,Erik ten Hag,Permanent,Aston Villa,h,4,2,2,32,24,8,879,523,356,20
3901084,Premier League,league,2022-11-13,Erik ten Hag,Permanent,Fulham,a,2,1,1,34,25,9,881,524,357,21
4062033,League Cup,knockout,2022-12-21,Erik ten Hag,Permanent,Burnley,h,2,0,2,36,25,11,883,524,359,22
3901100,Premier League,league,2022-12-27,Erik ten Hag,Permanent,Nottm Forest,h,3,0,3,39,25,14,886,524,362,23
3901111,Premier League,league,2022-12-31,Erik ten Hag,Permanent,Wolves,a,1,0,1,40,25,15,887,524,363,24
3901120,Premier League,league,2023-01-03,Erik ten Hag,Permanent,Bournemouth,h,3,0,3,43,25,18,890,524,366,25
4072408,FA Cup,knockout,2023-01-06,Erik ten Hag,Permanent,Everton,h,3,1,2,46,26,20,893,525,368,26
4086130,League Cup,knockout,2023-01-10,Erik ten Hag,Permanent,Charlton,h,3,0,3,49,26,23,896,525,371,27
3901127,Premier League,league,2023-01-14,Erik ten Hag,Permanent,Man City,h,2,1,1,51,27,24,898,526,372,28
3900994,Premier League,league,2023-01-18,Erik ten Hag,Permanent,Crystal Palace,a,1,1,0,52,28,24,899,527,372,29
3901132,Premier League,league,2023-01-22,Erik ten Hag,Permanent,Arsenal,a,2,3,-1,54,31,23,901,530,371,30
4096567,League Cup,knockout,2023-01-25,Erik ten Hag,Permanent,Nottm Forest,a,3,0,3,57,31,26,904,530,374,31
4094714,FA Cup,knockout,2023-01-28,Erik ten Hag,Permanent,Reading,h,3,1,2,60,32,28,907,531,376,32
4096569,League Cup,knockout,2023-02-01,Erik ten Hag,Permanent,Nottm Forest,h,2,0,2,62,32,30,909,531,378,33
3901147,Premier League,league,2023-02-04,Erik ten Hag,Permanent,Crystal Palace,h,2,1,1,64,33,31,911,532,379,34
3901007,Premier League,league,2023-02-08,Erik ten Hag,Permanent,Leeds,h,2,2,0,66,35,31,913,534,379,35
3901156,Premier League,league,2023-02-12,Erik ten Hag,Permanent,Leeds,a,2,0,2,68,35,33,915,534,381,36
4060616,Europa League,knockout,2023-02-16,Erik ten Hag,Permanent,Barcelona,a,2,2,0,70,37,33,917,536,381,37
3901167,Premier League,league,2023-02-19,Erik ten Hag,Permanent,Leicester,h,3,0,3,73,37,36,920,536,384,38
4060624,Europa League,knockout,2023-02-23,Erik ten Hag,Permanent,Barcelona,h,2,1,1,75,38,37,922,537,385,39
4100320,League Cup,knockout,2023-02-26,Erik ten Hag,Permanent,Newcastle,h,2,0,2,77,38,39,924,537,387,40
4113168,FA Cup,knockout,2023-03-01,Erik ten Hag,Permanent,West Ham,h,3,1,2,80,39,41,927,538,389,41
3901187,Premier League,league,2023-03-05,Erik ten Hag,Permanent,Liverpool,a,0,7,-7,80,46,34,927,545,382,42
4128631,Europa League,knockout,2023-03-09,Erik ten Hag,Permanent,Real Betis,h,4,1,3,84,47,37,931,546,385,43
3901198,Premier League,league,2023-03-12,Erik ten Hag,Permanent,Southampton,h,0,0,0,84,47,37,931,546,385,44
4128639,Europa League,knockout,2023-03-16,Erik ten Hag,Permanent,Real Betis,a,1,0,1,85,47,38,932,546,386,45
4131189,FA Cup,knockout,2023-03-19,Erik ten Hag,Permanent,Fulham,h,3,1,2,88,48,40,935,547,388,46
3901219,Premier League,league,2023-04-02,Erik ten Hag,Permanent,Newcastle,a,0,2,-2,88,50,38,935,549,386,47
