match_id,competition,stage,date,manager,manager_type,opponent,h_a,gf,ga,gd,manager_gf,manager_ga,manager_gd,cum_gf,cum_ga,cum_gd,games_in_charge
3901178,Premier League,league,2023-04-05,Erik ten Hag,Permanent,Brentford,h,1,0,1,89,50,39,936,549,387,48
3901228,Premier League,league,2023-04-08,Erik ten Hag,Permanent,Everton,h,2,0,2,91,50,41,938,549,389,49
4140613,Europa League,knockout,2023-04-13,Erik ten Hag,Permanent,Sevilla,h,2,2,0,93,52,41,940,551,389,50
3901237,Premier League,league,2023-04-16,Erik ten Hag,Permanent,Nottm Forest,a,2,0,2,95,52,43,942,551,391,51
4140614,Europa League,knockout,2023-04-20,Erik ten Hag,Permanent,Sevilla,a,0,3,-3,95,55,40,942,554,388,52
4141880,FA Cup,knockout,2023-04-23,Erik ten Hag,Permanent,Brighton,a,0,0,0,95,55,40,942,554,388,53
3901255,Premier League,league,2023-04-27,Erik ten Hag,Permanent,Tottenham,a,2,2,0,97,57,40,944,556,388,54
3901270,Premier League,league,2023-04-30,Erik ten Hag,Permanent,Aston Villa,h,1,0,1,98,57,41,945,556,389,55
3901205,Premier League,league,2023-05-04,Erik ten Hag,Permanent,Brighton,a,0,1,-1,98,58,40,945,557,388,56
3901280,Premier League,league,2023-05-07,Erik ten Hag,Permanent,West Ham,a,0,1,-1,98,59,39,945,558,387,57
3901290,Premier League,league,2023-05-13,Erik ten Hag,Permanent,Wolves,h,2,0,2,100,59,41,947,558,389,58
3901292,Premier League,league,2023-05-20,Erik ten Hag,Permanent,Bournemouth,a,1,0,1,101,59,42,948,558,390,59
3901250,Premier League,league,2023-05-25,Erik ten Hag,Permanent,Chelsea,h,4,1,3,105,60,45,952,559,393,60
3901310,Premier League,league,2023-05-28,Erik ten Hag,Permanent,Fulham,h,2,1,1,107,61,46,954,560,394,61
4141911,FA Cup,knockout,2023-06-03,Erik ten Hag,Permanent,Man City,a,1,2,-1,108,63,45,955,562,393,62
4193459,Premier League,league,2023-08-14,Erik ten Hag,Permanent,Wolves,h,1,0,1,109,63,46,956,562,394,63
4193477,Premier League,league,2023-08-19,Erik ten Hag,Permanent,Tottenham,a,0,2,-2,109,65,44,956,564,392,64
4193487,Premier League,league,2023-08-26,Erik ten Hag,Permanent,Nottm Forest,h,3,2,1,112,67,45,959,566,393,65
4193490,Premier League,league,2023-09-03,Erik ten Hag,Permanent,Arsenal,a,1,3,-2,113,70,43,960,569,391,66
4193504,Premier League,league,2023-09-16,Erik ten Hag,Permanent,Brighton,h,1,3,-2,114,73,41,961,572,389,67
4314996,Champions League,league,2023-09-20,Erik ten Hag,Permanent,Bayern München,a,3,4,-1,117,77,40,964,576,388,68
4193513,Premier League,league,2023-09-23,Erik ten Hag,Permanent,Burnley,a,1,0,1,118,77,41,965,576,389,69
4313494,League Cup,knockout,2023-09-26,Erik ten Hag,Permanent,Crystal Palace,h,3,0,3,121,77,44,968,576,392,70
4193524,Premier League,league,2023-09-30,Erik ten Hag,Permanent,Crystal Palace,h,0,1,-1,121,78,43,968,577,391,71
4314998,Champions League,league,2023-10-03,Erik ten Hag,Permanent,Galatasaray,h,2,3,-1,123,81,42,970,580,390,72
4193537,Premier League,league,2023-10-07,Erik ten Hag,Permanent,Brentford,h,2,1,1,125,82,43,972,581,391,73
4193548,Premier League,league,2023-10-21,Erik ten Hag,Permanent,Sheff Utd,a,2,1,1,127,83,44,974,582,392,74
4315000,Champions League,league,2023-10-24,Erik ten Hag,Permanent,FC København,h,1,0,1,128,83,45,975,582,393,75
4193557,Premier League,league,2023-10-29,Erik ten Hag,Permanent,Man City,h,0,3,-3,128,86,42,975,585,390,76
4338085,League Cup,knockout,2023-11-01,Erik ten Hag,Permanent,Newcastle,h,0,3,-3,128,89,39,975,588,387,77
4193563,Premier League,league,2023-11-04,Erik ten Hag,Permanent,Fulham,a,1,0,1,129,89,40,976,588,388,78
4315002,Champions League,league,2023-11-08,Erik ten Hag,Permanent,FC København,a,3,4,-1,132,93,39,979,592,387,79
4193577,Premier League,league,2023-11-11,Erik ten Hag,Permanent,Luton,h,1,0,1,133,93,40,980,592,388,80
4193653,Premier League,league,2023-11-26,Erik ten Hag,Permanent,Everton,a,3,0,3,136,93,43,983,592,391,81
4315004,Champions League,league,2023-11-29,Erik ten Hag,Permanent,Galatasaray,a,3,3,0,139,96,43,986,595,391,82
4193668,Premier League,league,2023-12-02,Erik ten Hag,Permanent,Newcastle,a,0,1,-1,139,97,42,986,596,390,83
4193680,Premier League,league,2023-12-06,Erik ten Hag,Permanent,Chelsea,h,2,1,1,141,98,43,988,597,391,84
4193687,Premier League,league,2023-12-09,Erik ten Hag,Permanent,Bournemouth,h,0,3,-3,141,101,40,988,600,388,85
4315006,Champions League,league,2023-12-12,Erik ten Hag,Permanent,Bayern München,h,0,1,-1,141,102,39,988,601,387,86
4193696,Premier League,league,2023-12-17,Erik ten Hag,Permanent,Liverpool,a,0,0,0,141,102,39,988,601,387,87
4193709,Premier League,league,2023-12-23,Erik ten Hag,Permanent,West Ham,a,0,2,-2,141,104,37,988,603,385,88
4193718,Premier League,league,2023-12-26,Erik ten Hag,Permanent,Aston Villa,h,3,2,1,144,106,38,991,605,386,89
4193727,Premier League,league,2023-12-30,Erik ten Hag,Permanent,Nottm Forest,a,1,2,-1,145,108,37,992,607,385,90
4374885,FA Cup,knockout,2024-01-08,Erik ten Hag,Permanent,Wigan,a,2,0,2,147,108,39,994,607,387,91
4193738,Premier League,league,2024-01-14,Erik ten Hag,Permanent,Tottenham,h,2,2,0,149,110,39,996,609,387,92
4397794,FA Cup,knockout,2024-01-28,Erik ten Hag,Permanent,Newport,a,4,2,2,153,112,41,1000,611,389,93
4193747,Premier League,league,2024-02-01,Erik ten Hag,Permanent,Wolves,a,4,3,1,157,115,42,1004,614,390,94
4193758,Premier League,league,2024-02-04,Erik ten Hag,Permanent,West Ham,h,3,0,3,160,115,45,1007,614,393,95
4193761,Premier League,league,2024-02-11,Erik ten Hag,Permanent,Aston Villa,a,2,1,1,162,116,46,1009,615,394,96
4193775,Premier League,league,2024-02-18,Erik ten Hag,Permanent,Luton,a,2,1,1,164,117,47,1011,616,395,97
4193788,Premier League,league,2024-02-24,Erik ten Hag,Permanent,Fulham,h,1,2,-1,165,119,46,1012,618,394,98
4414637,FA Cup,knockout,2024-02-28,Erik ten Hag,Permanent,Nottm Forest,a,1,0,1,166,119,47,1013,618,395,99
4193796,Premier League,league,2024-03-03,Erik ten Hag,Permanent,Man City,a,1,3,-2,167,122,45,1014,621,393,100
4193808,Premier League,league,2024-03-09,Erik ten Hag,Permanent,Everton,h,2,0,2,169,122,47,1016,621,395,101
4435125,FA Cup,knockout,2024-03-17,Erik ten Hag,Permanent,Liverpool,h,4,3,1,173,125,48,1020,624,396,102
4193823,Premier League,league,2024-03-30,Erik ten Hag,Permanent,Brentford,a,1,1,0,174,126,48,1021,625,396,103
4193837,Premier League,league,2024-04-04,Erik ten Hag,Permanent,Chelsea,a,3,4,-1,177,130,47,1024,629,395,104
4193847,Premier League,league,2024-04-07,Erik ten Hag,Permanent,Liverpool,h,2,2,0,179,132,47,1026,631,395,105
4193851,Premier League,league,2024-04-13,Erik ten Hag,Permanent,Bournemouth,a,2,2,0,181,134,47,1028,633,395,106
4447992,FA Cup,knockout,2024-04-21,Erik ten Hag,Permanent,Coventry,a,3,3,0,184,137,47,1031,636,395,107
4193818,Premier League,league,2024-04-24,Erik ten Hag,Permanent,Sheff Utd,h,4,2,2,188,139,49,1035,638,397,108
4193875,Premier League,league,2024-04-27,Erik ten Hag,Permanent,Burnley,h,1,1,0,189,140,49,1036,639,397,109
4193886,Premier League,league,2024-05-06,Erik ten Hag,Permanent,Crystal Palace,a,0,4,-4,189,144,45,1036,643,393,110
4193895,Premier League,league,2024-05-12,Erik ten Hag,Permanent,Arsenal,h,0,1,-1,189,145,44,1036,644,392,111
4193867,Premier League,league,2024-05-15,Erik ten Hag,Permanent,Newcastle,h,3,2,1,192,147,45,1039,646,393,112
4193903,Premier League,league,2024-05-19,Erik ten Hag,Permanent,Brighton,a,2,0,2,194,147,47,1041,646,395,113
4448111,FA Cup,knockout,2024-05-25,Erik ten Hag,Permanent,Man City,a,2,1,1,196,148,48,1043,647,396,114
4485126,Community Shield,knockout,2024-08-10,Erik ten Hag,Permanent,Man City,a,1,1,0,197,149,48,1044,648,396,115
4506263,Premier League,league,2024-08-16,Erik ten Hag,Permanent,Fulham,h,1,0,1,198,149,49,1045,648,397,116
4506275,Premier League,league,2024-08-24,Erik ten Hag,Permanent,Brighton,a,1,2,-1,199,151,48,1046,650,396,117
4506289,Premier League,league,2024-09-01,Erik ten Hag,Permanent,Liverpool,h,0,3,-3,199,154,45,1046,653,393,118
4506300,Premier League,league,2024-09-14,Erik ten Hag,Permanent,Southampton,a,3,0,3,202,154,48,1049,653,396,119
4620886,League Cup,knockout,2024-09-17,Erik ten Hag,Permanent,Barnsley,h,7,0,7,209,154,55,1056,653,403,120
4506305,Premier League,league,2024-09-21,Erik ten Hag,Permanent,Crystal Palace,a,0,0,0,209,154,55,1056,653,403,121
4622038,Europa League,league,2024-09-25,Erik ten Hag,Permanent,FC Twente,h,1,1,0,210,155,55,1057,654,403,122
4506319,Premier League,league,2024-09-29,Erik ten Hag,Permanent,Tottenham,h,0,3,-3,210,158,52,1057,657,400,123
4622026,Europa League,league,2024-10-03,Erik ten Hag,Permanent,FC Porto,a,3,3,0,213,161,52,1060,660,400,124
4506324,Premier League,league,2024-10-06,Erik ten Hag,Permanent,Aston Villa,a,0,0,0,213,161,52,1060,660,400,125
4506397,Premier League,league,2024-10-19,Erik ten Hag,Permanent,Brentford,h,2,1,1,215,162,53,1062,661,401,126
4622055,Europa League,league,2024-10-24,Erik ten Hag,Permanent,Fenerbahçe,a,1,1,0,216,163,53,1063,662,401,127
4506417,Premier League,league,2024-10-27,Erik ten Hag,Permanent,West Ham,a,1,2,-1,217,165,52,1064,664,400,128
4646921,League Cup,knockout,2024-10-30,Ruud van Nistelrooy,Caretaker,Leicester,h,5,2,3,5,2,3,1069,666,403,1
4506467,Premier League,league,2024-11-03,Ruud van Nistelrooy,Caretaker,Chelsea,h,1,1,0,6,3,3,1070,667,403,2
4622036,Europa League,league,2024-11-07,Ruud van Nistelrooy,Caretaker,PAOK Thessaloniki,h,2,0,2,8,3,5,1072,667,405,3
4506478,Premier League,league,2024-11-10,Ruud van Nistelrooy,Caretaker,Leicester,h,3,0,3,11,3,8,1075,667,408,4
4506538,Premier League,league,2024-11-24,Ruben Amorim,Permanent,Ipswich,a,1,1,0,1,1,0,1076,668,408,1
4622037,Europa League,league,2024-11-28,Ruben Amorim,Permanent,Bodø/Glimt,h,3,2,1,4,3,1,1079,670,409,2
4506418,Premier League,league,2024-12-01,Ruben Amorim,Permanent,Everton,h,4,0,4,8,3,5,1083,670,413,3
4506424,Premier League,league,2024-12-04,Ruben Amorim,Permanent,Arsenal,a,0,2,-2,8,5,3,1083,672,411,4
4506440,Premier League,league,2024-12-07,Ruben Amorim,Permanent,Nottm Forest,h,2,3,-1,10,8,2,1085,675,410,5
4622120,Europa League,league,2024-12-12,Ruben Amorim,Permanent,Viktoria Plzen,a,2,1,1,12,9,3,1087,676,411,6
4506448,Premier League,league,2024-12-15,Ruben Amorim,Permanent,Man City,a,2,1,1,14,10,4,1089,677,412,7
4667718,League Cup,knockout,2024-12-19,Ruben Amorim,Permanent,Tottenham,a,3,4,-1,17,14,3,1092,681,411,8
4506460,Premier League,league,2024-12-22,Ruben Amorim,Permanent,Bournemouth,h,0,3,-3,17,17,0,1092,684,408,9
4506492,Premier League,league,2024-12-26,Ruben Amorim,Permanent,Wolves,a,0,2,-2,17,19,-2,1092,686,406,10
4506500,Premier League,league,2024-12-30,Ruben Amorim,Permanent,Newcastle,h,0,2,-2,17,21,-4,1092,688,404,11
4506508,Premier League,league,2025-01-05,Ruben Amorim,Permanent,Liverpool,a,2,2,0,19,23,-4,1094,690,404,12
4684071,FA Cup,knockout,2025-01-12,Ruben Amorim,Permanent,Arsenal,a,1,1,0,20,24,-4,1095,691,404,13
4506522,Premier League,league,2025-01-16,Ruben Amorim,Permanent,Southampton,h,3,1,2,23,25,-2,1098,692,406,14
4506529,Premier League,league,2025-01-19,Ruben Amorim,Permanent,Brighton,h,1,3,-2,24,28,-4,1099,695,404,15
4622035,Europa League,league,2025-01-23,Ruben Amorim,Permanent,Rangers,h,2,1,1,26,29,-3,1101,696,405,16
4506607,Premier League,league,2025-01-26,Ruben Amorim,Permanent,Fulham,a,1,0,1,27,29,-2,1102,696,406,17
4622150,Europa League,league,2025-01-30,Ruben Amorim,Permanent,FCSB,a,2,0,2,29,29,0,1104,696,408,18
4506619,Premier League,league,2025-02-02,Ruben Amorim,Permanent,Crystal Palace,h,0,2,-2,29,31,-2,1104,698,406,19
4710565,FA Cup,knockout,2025-02-07,Ruben Amorim,Permanent,Leicester,h,2,1,1,31,32,-1,1106,699,407,20
4506631,Premier League,league,2025-02-16,Ruben Amorim,Permanent,Tottenham,a,0,1,-1,31,33,-2,1106,700,406,21
4506636,Premier League,league,2025-02-22,Ruben Amorim,Permanent,Everton,a,2,2,0,33,35,-2,1108,702,406,22
4506342,Premier League,league,2025-02-26,Ruben Amorim,Permanent,Ipswich,h,3,2,1,36,37,-1,1111,704,407,23
4730565,FA Cup,knockout,2025-03-02,Ruben Amorim,Permanent,Fulham,h,1,1,0,37,38,-1,1112,705,407,24
4737589,Europa League,knockout,2025-03-06,Ruben Amorim,Permanent,Real Sociedad,a,1,1,0,38,39,-1,1113,706,407,25
4506348,Premier League,league,2025-03-09,Ruben Amorim,Permanent,Arsenal,h,1,1,0,39,40,-1,1114,707,407,26
4737597,Europa League,knockout,2025-03-13,Ruben Amorim,Permanent,Real Sociedad,h,4,1,3,43,41,2,1118,708,410,27
4506359,Premier League,league,2025-03-16,Ruben Amorim,Permanent,Leicester,a,3,0,3,46,41,5,1121,708,413,28
4506366,Premier League,league,2025-04-01,Ruben Amorim,Permanent,Nottm Forest,a,0,1,-1,46,42,4,1121,709,412,29
4506380,Premier League,league,2025-04-06,Ruben Amorim,Permanent,Man City,h,0,0,0,46,42,4,1121,709,412,30
4737719,Europa League,knockout,2025-04-10,Ruben Amorim,Permanent,Lyon,a,2,2,0,48,44,4,1123,711,412,31
4506389,Premier League,league,2025-04-13,Ruben Amorim,Permanent,Newcastle,a,1,4,-3,49,48,1,1124,715,409,32
4737723,Europa League,knockout,2025-04-17,Ruben Amorim,Permanent,Lyon,h,5,4,1,54,52,2,1129,719,410,33
4506550,Premier League,league,2025-04-20,Ruben Amorim,Permanent,Wolves,h,0,1,-1,54,53,1,1129,720,409,34
4506553,Premier League,league,2025-04-27,Ruben Amorim,Permanent,Bournemouth,a,1,1,0,55,54,1,1130,721,409,35
4737725,Europa League,knockout,2025-05-01,Ruben Amorim,Permanent,Athletic Club,a,3,0,3,58,54,4,1133,721,412,36
4506565,Premier League,league,2025-05-04,Ruben Amorim,Permanent,Brentford,a,3,4,-1,61,58,3,1136,725,411,37
4737727,Europa League,knockout,2025-05-08,Ruben Amorim,Permanent,Athletic Club,h,4,1,3,65,59,6,1140,726,414,38
4506577,Premier League,league,2025-05-11,Ruben Amorim,Permanent,West Ham,h,0,2,-2,65,61,4,1140,728,412,39
4506587,Premier League,league,2025-05-16,Ruben Amorim,Permanent,Chelsea,a,0,1,-1,65,62,3,1140,729,411,40
4737728,Europa League,knockout,2025-05-21,Ruben Amorim,Permanent,Tottenham,a,0,1,-1,65,63,2,1140,730,410,41
4506597,Premier League,league,2025-05-25,Ruben Amorim,Permanent,Aston Villa,h,2,0,2,67,63,4,1142,730,412,42
4813382,Premier League,league,2025-08-17,Ruben Amorim,Permanent,Arsenal,h,0,1,-1,67,64,3,1142,731,411,43
4813391,Premier League,league,2025-08-24,Ruben Amorim,Permanent,Fulham,a,1,1,0,68,65,3,1143,732,411,44
4927193,League Cup,knockout,2025-08-27,Ruben Amorim,Permanent,Grimsby,a,2,2,0,70,67,3,1145,734,411,45
4813400,Premier League,league,2025-08-30,Ruben Amorim,Permanent,Burnley,h,3,2,1,73,69,4,1148,736,412,46
4813412,Premier League,league,2025-09-14,Ruben Amorim,Permanent,Man City,a,0,3,-3,73,72,1,1148,739,409,47
4813421,Premier League,league,2025-09-20,Ruben Amorim,Permanent,Chelsea,h,2,1,1,75,73,2,1150,740,410,48
4813426,Premier League,league,2025-09-27,Ruben Amorim,Permanent,Brentford,a,1,3,-2,76,76,0,1151,743,408,49
4813442,Premier League,league,2025-10-04,Ruben Amorim,Permanent,Sunderland,h,2,0,2,78,76,2,1153,743,410,50
4813449,Premier League,league,2025-10-19,Ruben Amorim,Permanent,Liverpool,a,2,1,1,80,77,3,1155,744,411,51
4813462,Premier League,league,2025-10-25,Ruben Amorim,Permanent,Brighton,h,4,2,2,84,79,5,1159,746,413,52
4813471,Premier League,league,2025-11-01,Ruben Amorim,Permanent,Nottm Forest,a,2,2,0,86,81,5,1161,748,413,53
4813483,Premier League,league,2025-11-08,Ruben Amorim,Permanent,Tottenham,a,2,2,0,88,83,5,1163,750,413,54
4813492,Premier League,league,2025-11-24,Ruben Amorim,Permanent,Everton,h,0,1,-1,88,84,4,1163,751,412,55
4813498,Premier League,league,2025-11-30,Ruben Amorim,Permanent,Crystal Palace,a,2,1,1,90,85,5,1165,752,413,56
4813512,Premier League,league,2025-12-04,Ruben Amorim,Permanent,West Ham,h,1,1,0,91,86,5,1166,753,413,57
4813524,Premier League,league,2025-12-08,Ruben Amorim,Permanent,Wolves,a,4,1,3,95,87,8,1170,754,416,58
4813531,Premier League,league,2025-12-15,Ruben Amorim,Permanent,Bournemouth,h,4,4,0,99,91,8,1174,758,416,59
4813536,Premier League,league,2025-12-21,Ruben Amorim,Permanent,Aston Villa,a,1,2,-1,100,93,7,1175,760,415,60
4813551,Premier League,league,2025-12-26,Ruben Amorim,Permanent,Newcastle,h,1,0,1,101,93,8,1176,760,416,61
4813561,Premier League,league,2025-12-30,Ruben Amorim,Permanent,Wolves,h,1,1,0,102,94,8,1177,761,416,62
4813570,Premier League,league,2026-01-04,Ruben Amorim,Permanent,Leeds,a,1,1,0,103,95,8,1178,762,416,63
4813578,Premier League,league,2026-01-07,Darren Fletcher,Caretaker,Burnley,a,2,2,0,2,2,0,1180,764,416,1
5089922,FA Cup,knockout,2026-01-11,Darren Fletcher,Caretaker,Brighton,h,1,2,-1,3,4,-1,1181,766,415,2
4813590,Premier League,league,2026-01-17,Michael Carrick,Interim,Man City,h,2,0,2,8,3,5,1183,766,417,4
4813596,Premier League,league,2026-01-25,Michael Carrick,Interim,Arsenal,a,3,2,1,11,5,6,1186,768,418,5
4813610,Premier League,league,2026-02-01,Michael Carrick,Interim,Fulham,h,3,2,1,14,7,7,1189,770,419,6
